order_id;date;item_name;item_type;item_price;quantity;transaction_amount;transaction_type;received_by;time_of_sale;day_of_week;mes_ano;month_year
260;10/9/22;sugarcane juice;Beverages;25;2;50;Online;Mrs.;Night;Saturday;2022-09;2022-09
261;11/1/23;frankie;Fastfood;50;9;450;Cash;Mrs.;Midnight;Wednesday;2023-01;2023-01
262;5/3/23;vadapav;Fastfood;20;5;100;Cash;Mrs.;Evening;Sunday;2023-03;2023-03
263;19/6/22;panipuri;Fastfood;20;2;40;Cash;Mr.;Evening;Sunday;2022-06;2022-06
264;18/7/22;sugarcane juice;Beverages;25;12;300;Online;Mr.;Morning;Monday;2022-07;2022-07
265;15/8/22;vadapav;Fastfood;20;6;120;Cash;Mr.;Midnight;Monday;2022-08;2022-08
266;2/10/22;frankie;Fastfood;50;10;500;Online;Mrs.;Night;Sunday;2022-10;2022-10
267;5/3/23;vadapav;Fastfood;20;1;20;Cash;Mr.;Morning;Sunday;2023-03;2023-03
268;5/2/23;cold coffee;Beverages;40;12;480;Cash;Mrs.;Midnight;Sunday;2023-02;2023-02
269;22/12/22;panipuri;Fastfood;20;2;40;Online;Mrs.;Midnight;Thursday;2022-12;2022-12
270;7/9/22;sandwich;Fastfood;60;13;780;Cash;Mr.;Evening;Wednesday;2022-09;2022-09
271;3/5/22;vadapav;Fastfood;20;13;260;Cash;Mr.;Evening;Tuesday;2022-05;2022-05
272;29/7/22;frankie;Fastfood;50;5;250;Online;Mrs.;Night;Friday;2022-07;2022-07
273;15/8/22;panipuri;Fastfood;20;15;300;Cash;Mr.;Midnight;Monday;2022-08;2022-08
274;4/1/23;sugarcane juice;Beverages;25;10;250;Online;Mr.;Night;Wednesday;2023-01;2023-01
275;4/2/23;vadapav;Fastfood;20;15;300;Online;Mr.;Night;Saturday;2023-02;2023-02
276;30/9/22;sugarcane juice;Beverages;25;6;150;Cash;Mr.;Midnight;Friday;2022-09;2022-09
277;8/12/22;cold coffee;Beverages;40;13;520;Cash;Mrs.;Midnight;Thursday;2022-12;2022-12
278;19/6/22;frankie;Fastfood;50;6;300;Online;Mrs.;Night;Sunday;2022-06;2022-06
279;14/9/22;vadapav;Fastfood;20;15;300;Cash;Mrs.;Afternoon;Wednesday;2022-09;2022-09
280;9/10/22;panipuri;Fastfood;20;14;280;Online;Mrs.;Evening;Sunday;2022-10;2022-10
281;9/8/22;sandwich;Fastfood;60;3;180;Cash;Mrs.;Afternoon;Tuesday;2022-08;2022-08
282;16/5/22;vadapav;Fastfood;20;13;260;Cash;Mrs.;Morning;Monday;2022-05;2022-05
283;2/7/22;panipuri;Fastfood;20;2;40;Cash;Mrs.;Midnight;Saturday;2022-07;2022-07
284;29/1/23;frankie;Fastfood;50;7;350;Online;Mr.;Afternoon;Sunday;2023-01;2023-01
285;28/6/22;aalopuri;Fastfood;20;3;60;Cash;Mr.;Night;Tuesday;2022-06;2022-06
286;14/12/22;vadapav;Fastfood;20;6;120;Online;Mr.;Night;Wednesday;2022-12;2022-12
287;6/8/22;aalopuri;Fastfood;20;3;60;Cash;Mr.;Morning;Saturday;2022-08;2022-08
288;22/8/22;sandwich;Fastfood;60;7;420;Cash;Mr.;Night;Monday;2022-08;2022-08
289;28/11/22;aalopuri;Fastfood;20;7;140;Online;Mrs.;Midnight;Monday;2022-11;2022-11
290;3/5/22;panipuri;Fastfood;20;7;140;Cash;Mrs.;Morning;Tuesday;2022-05;2022-05
291;27/1/23;frankie;Fastfood;50;8;400;Online;Mrs.;Night;Friday;2023-01;2023-01
292;16/1/23;frankie;Fastfood;50;2;100;Cash;Mrs.;Midnight;Monday;2023-01;2023-01
293;21/4/22;panipuri;Fastfood;20;8;160;Online;Mrs.;Morning;Thursday;2022-04;2022-04
294;23/9/22;aalopuri;Fastfood;20;1;20;Cash;Mrs.;Evening;Friday;2022-09;2022-09
295;21/7/22;sandwich;Fastfood;60;7;420;Cash;Mr.;Midnight;Thursday;2022-07;2022-07
296;6/2/23;panipuri;Fastfood;20;7;140;Cash;Mrs.;Afternoon;Monday;2023-02;2023-02
297;30/4/22;sandwich;Fastfood;60;10;600;Online;Mr.;Evening;Saturday;2022-04;2022-04
298;19/7/22;sugarcane juice;Beverages;25;9;225;Cash;Mrs.;Afternoon;Tuesday;2022-07;2022-07
299;22/7/22;aalopuri;Fastfood;20;1;20;Online;Mrs.;Evening;Friday;2022-07;2022-07
300;27/6/22;aalopuri;Fastfood;20;8;160;Cash;Mr.;Afternoon;Monday;2022-06;2022-06
301;28/1/23;panipuri;Fastfood;20;7;140;Cash;Mr.;Night;Saturday;2023-01;2023-01
302;21/3/23;aalopuri;Fastfood;20;14;280;Cash;Mr.;Night;Tuesday;2023-03;2023-03
303;2/7/22;sugarcane juice;Beverages;25;1;25;Cash;Mrs.;Midnight;Saturday;2022-07;2022-07
304;28/5/22;vadapav;Fastfood;20;15;300;Online;Mr.;Morning;Saturday;2022-05;2022-05
305;5/3/23;panipuri;Fastfood;20;4;80;Cash;Mrs.;Morning;Sunday;2023-03;2023-03
306;3/3/23;cold coffee;Beverages;40;8;320;Online;Mrs.;Morning;Friday;2023-03;2023-03
307;13/2/23;vadapav;Fastfood;20;8;160;Cash;Mr.;Evening;Monday;2023-02;2023-02
308;17/12/22;sandwich;Fastfood;60;13;780;Online;Mr.;Evening;Saturday;2022-12;2022-12
309;14/10/22;sandwich;Fastfood;60;8;480;Online;Mr.;Evening;Friday;2022-10;2022-10
310;25/4/22;vadapav;Fastfood;20;4;80;Cash;Mr.;Afternoon;Monday;2022-04;2022-04
311;31/7/22;frankie;Fastfood;50;7;350;Cash;Mrs.;Morning;Sunday;2022-07;2022-07
312;28/12/22;cold coffee;Beverages;40;1;40;Cash;Mrs.;Night;Wednesday;2022-12;2022-12
313;19/4/22;cold coffee;Beverages;40;1;40;Cash;Mr.;Midnight;Tuesday;2022-04;2022-04
314;27/2/23;frankie;Fastfood;50;8;400;Online;Mrs.;Morning;Monday;2023-02;2023-02
315;20/2/23;cold coffee;Beverages;40;13;520;Online;Mrs.;Afternoon;Monday;2023-02;2023-02
316;2/11/22;frankie;Fastfood;50;4;200;Online;Mr.;Morning;Wednesday;2022-11;2022-11
317;10/3/23;aalopuri;Fastfood;20;12;240;Online;Mrs.;Afternoon;Friday;2023-03;2023-03
318;21/12/22;aalopuri;Fastfood;20;10;200;Online;Mrs.;Midnight;Wednesday;2022-12;2022-12
319;30/6/22;frankie;Fastfood;50;15;750;Cash;Mr.;Afternoon;Thursday;2022-06;2022-06
320;18/3/23;sugarcane juice;Beverages;25;7;175;Cash;Mrs.;Afternoon;Saturday;2023-03;2023-03
321;8/2/23;frankie;Fastfood;50;12;600;Cash;Mrs.;Evening;Wednesday;2023-02;2023-02
322;5/5/22;cold coffee;Beverages;40;11;440;Cash;Mr.;Morning;Thursday;2022-05;2022-05
323;29/12/22;aalopuri;Fastfood;20;4;80;Cash;Mr.;Morning;Thursday;2022-12;2022-12
324;18/7/22;sugarcane juice;Beverages;25;15;375;Online;Mrs.;Night;Monday;2022-07;2022-07
325;2/3/23;aalopuri;Fastfood;20;12;240;Cash;Mrs.;Afternoon;Thursday;2023-03;2023-03
326;3/5/22;sandwich;Fastfood;60;8;480;Cash;Mr.;Evening;Tuesday;2022-05;2022-05
327;29/11/22;frankie;Fastfood;50;15;750;Cash;Mrs.;Midnight;Tuesday;2022-11;2022-11
328;16/6/22;vadapav;Fastfood;20;3;60;Online;Mr.;Evening;Thursday;2022-06;2022-06
329;10/1/23;panipuri;Fastfood;20;7;140;Online;Mrs.;Afternoon;Tuesday;2023-01;2023-01
330;22/9/22;panipuri;Fastfood;20;8;160;Cash;Mr.;Morning;Thursday;2022-09;2022-09
331;21/8/22;panipuri;Fastfood;20;4;80;Online;Mrs.;Evening;Sunday;2022-08;2022-08
332;17/2/23;aalopuri;Fastfood;20;2;40;Cash;Mrs.;Afternoon;Friday;2023-02;2023-02
333;30/10/22;sugarcane juice;Beverages;25;11;275;Cash;Mrs.;Afternoon;Sunday;2022-10;2022-10
334;4/4/22;cold coffee;Beverages;40;4;160;Cash;Mrs.;Evening;Monday;2022-04;2022-04
335;24/10/22;cold coffee;Beverages;40;11;440;Cash;Mr.;Night;Monday;2022-10;2022-10
336;3/9/22;sugarcane juice;Beverages;25;13;325;Online;Mrs.;Midnight;Saturday;2022-09;2022-09
337;15/10/22;aalopuri;Fastfood;20;14;280;Online;Mrs.;Midnight;Saturday;2022-10;2022-10
338;6/5/22;sugarcane juice;Beverages;25;12;300;Cash;Mr.;Morning;Friday;2022-05;2022-05
339;16/2/23;sugarcane juice;Beverages;25;1;25;Cash;Mrs.;Midnight;Thursday;2023-02;2023-02
340;2/6/22;cold coffee;Beverages;40;4;160;Cash;Mrs.;Evening;Thursday;2022-06;2022-06
341;19/3/23;frankie;Fastfood;50;9;450;Cash;Mrs.;Evening;Sunday;2023-03;2023-03
342;11/3/23;vadapav;Fastfood;20;7;140;Online;Mr.;Afternoon;Saturday;2023-03;2023-03
343;18/1/23;sugarcane juice;Beverages;25;5;125;Cash;Mr.;Afternoon;Wednesday;2023-01;2023-01
344;13/5/22;cold coffee;Beverages;40;14;560;Cash;Mr.;Night;Friday;2022-05;2022-05
345;9/5/22;panipuri;Fastfood;20;14;280;Online;Mrs.;Night;Monday;2022-05;2022-05
346;31/1/23;cold coffee;Beverages;40;12;480;Cash;Mr.;Morning;Tuesday;2023-01;2023-01
347;24/6/22;frankie;Fastfood;50;7;350;Cash;Mrs.;Afternoon;Friday;2022-06;2022-06
348;19/9/22;vadapav;Fastfood;20;1;20;Online;Mrs.;Midnight;Monday;2022-09;2022-09
349;17/8/22;panipuri;Fastfood;20;5;100;Cash;Mrs.;Evening;Wednesday;2022-08;2022-08
350;21/9/22;cold coffee;Beverages;40;8;320;Online;Mrs.;Morning;Wednesday;2022-09;2022-09
351;8/7/22;frankie;Fastfood;50;5;250;Online;Mrs.;Night;Friday;2022-07;2022-07
352;25/5/22;frankie;Fastfood;50;11;550;Cash;Mrs.;Night;Wednesday;2022-05;2022-05
353;18/5/22;vadapav;Fastfood;20;4;80;Online;Mrs.;Midnight;Wednesday;2022-05;2022-05
354;16/1/23;panipuri;Fastfood;20;14;280;Online;Mr.;Midnight;Monday;2023-01;2023-01
355;15/3/23;cold coffee;Beverages;40;4;160;Online;Mr.;Midnight;Wednesday;2023-03;2023-03
356;26/5/22;sugarcane juice;Beverages;25;14;350;Cash;Mrs.;Night;Thursday;2022-05;2022-05
357;21/9/22;sandwich;Fastfood;60;9;540;Online;Mrs.;Afternoon;Wednesday;2022-09;2022-09
358;27/10/22;aalopuri;Fastfood;20;6;120;Cash;Mr.;Night;Thursday;2022-10;2022-10
359;27/8/22;aalopuri;Fastfood;20;13;260;Online;Mrs.;Night;Saturday;2022-08;2022-08
360;6/10/22;cold coffee;Beverages;40;2;80;Online;Mrs.;Midnight;Thursday;2022-10;2022-10
361;30/6/22;sandwich;Fastfood;60;15;900;Online;Mrs.;Night;Thursday;2022-06;2022-06
362;30/12/22;sugarcane juice;Beverages;25;2;50;Cash;Mr.;Morning;Friday;2022-12;2022-12
363;9/5/22;frankie;Fastfood;50;9;450;Online;Mr.;Afternoon;Monday;2022-05;2022-05
364;11/10/22;cold coffee;Beverages;40;2;80;Online;Mr.;Night;Tuesday;2022-10;2022-10
365;8/7/22;panipuri;Fastfood;20;10;200;Online;Mr.;Night;Friday;2022-07;2022-07
366;30/11/22;sugarcane juice;Beverages;25;10;250;Online;Mrs.;Afternoon;Wednesday;2022-11;2022-11
367;10/8/22;panipuri;Fastfood;20;6;120;Online;Mr.;Afternoon;Wednesday;2022-08;2022-08
368;31/8/22;cold coffee;Beverages;40;2;80;Cash;Mr.;Night;Wednesday;2022-08;2022-08
369;3/7/22;sandwich;Fastfood;60;2;120;Online;Mrs.;Evening;Sunday;2022-07;2022-07
370;28/5/22;panipuri;Fastfood;20;5;100;Cash;Mrs.;Midnight;Saturday;2022-05;2022-05
371;18/10/22;vadapav;Fastfood;20;5;100;Online;Mrs.;Night;Tuesday;2022-10;2022-10
372;19/11/22;frankie;Fastfood;50;12;600;Cash;Mr.;Morning;Saturday;2022-11;2022-11
373;8/5/22;sugarcane juice;Beverages;25;12;300;Cash;Mrs.;Midnight;Sunday;2022-05;2022-05
374;24/7/22;frankie;Fastfood;50;10;500;Online;Mr.;Midnight;Sunday;2022-07;2022-07
375;17/11/22;panipuri;Fastfood;20;13;260;Cash;Mr.;Evening;Thursday;2022-11;2022-11
376;4/12/22;frankie;Fastfood;50;15;750;Cash;Mr.;Midnight;Sunday;2022-12;2022-12
377;20/5/22;sugarcane juice;Beverages;25;3;75;Online;Mrs.;Evening;Friday;2022-05;2022-05
378;24/4/22;vadapav;Fastfood;20;2;40;Cash;Mrs.;Midnight;Sunday;2022-04;2022-04
379;15/2/23;cold coffee;Beverages;40;14;560;Cash;Mr.;Afternoon;Wednesday;2023-02;2023-02
380;20/10/22;sandwich;Fastfood;60;5;300;Online;Mrs.;Afternoon;Thursday;2022-10;2022-10
381;26/2/23;vadapav;Fastfood;20;1;20;Online;Mr.;Morning;Sunday;2023-02;2023-02
382;16/8/22;cold coffee;Beverages;40;9;360;Cash;Mrs.;Night;Tuesday;2022-08;2022-08
383;6/5/22;aalopuri;Fastfood;20;7;140;Online;Mrs.;Morning;Friday;2022-05;2022-05
384;22/10/22;sugarcane juice;Beverages;25;1;25;Online;Mr.;Afternoon;Saturday;2022-10;2022-10
385;25/4/22;vadapav;Fastfood;20;5;100;Cash;Mr.;Morning;Monday;2022-04;2022-04
386;23/11/22;frankie;Fastfood;50;5;250;Online;Mr.;Midnight;Wednesday;2022-11;2022-11
387;17/3/23;sugarcane juice;Beverages;25;14;350;Cash;Mrs.;Midnight;Friday;2023-03;2023-03
388;9/10/22;sandwich;Fastfood;60;14;840;Cash;Mr.;Evening;Sunday;2022-10;2022-10
389;22/12/22;sandwich;Fastfood;60;12;720;Cash;Mrs.;Evening;Thursday;2022-12;2022-12
390;18/6/22;sugarcane juice;Beverages;25;5;125;Online;Mr.;Midnight;Saturday;2022-06;2022-06
391;21/4/22;aalopuri;Fastfood;20;1;20;Online;Mrs.;Night;Thursday;2022-04;2022-04
392;18/9/22;aalopuri;Fastfood;20;15;300;Online;Mr.;Night;Sunday;2022-09;2022-09
393;2/7/22;sugarcane juice;Beverages;25;10;250;Online;Mrs.;Evening;Saturday;2022-07;2022-07
394;3/4/22;sandwich;Fastfood;60;1;60;Cash;Mrs.;Morning;Sunday;2022-04;2022-04
395;31/1/23;sandwich;Fastfood;60;3;180;Cash;Mrs.;Evening;Tuesday;2023-01;2023-01
396;31/10/22;frankie;Fastfood;50;15;750;Online;Mr.;Morning;Monday;2022-10;2022-10
397;6/7/22;aalopuri;Fastfood;20;2;40;Online;Mrs.;Afternoon;Wednesday;2022-07;2022-07
398;13/1/23;panipuri;Fastfood;20;6;120;Online;Mr.;Evening;Friday;2023-01;2023-01
399;24/6/22;panipuri;Fastfood;20;9;180;Cash;Mrs.;Evening;Friday;2022-06;2022-06
400;4/3/23;cold coffee;Beverages;40;15;600;Cash;Mrs.;Morning;Saturday;2023-03;2023-03
401;11/10/22;sugarcane juice;Beverages;25;8;200;Online;Mrs.;Midnight;Tuesday;2022-10;2022-10
402;19/3/23;frankie;Fastfood;50;7;350;Cash;Mr.;Night;Sunday;2023-03;2023-03
403;25/9/22;cold coffee;Beverages;40;3;120;Online;Mrs.;Midnight;Sunday;2022-09;2022-09
404;26/11/22;frankie;Fastfood;50;7;350;Cash;Mrs.;Midnight;Saturday;2022-11;2022-11
405;13/12/22;sugarcane juice;Beverages;25;10;250;Cash;Mr.;Night;Tuesday;2022-12;2022-12
406;13/10/22;cold coffee;Beverages;40;4;160;Online;Mrs.;Afternoon;Thursday;2022-10;2022-10
407;2/1/23;sugarcane juice;Beverages;25;2;50;Cash;Mr.;Evening;Monday;2023-01;2023-01
408;5/10/22;vadapav;Fastfood;20;4;80;Online;Mr.;Midnight;Wednesday;2022-10;2022-10
409;15/9/22;aalopuri;Fastfood;20;9;180;Cash;Mrs.;Morning;Thursday;2022-09;2022-09
410;23/11/22;aalopuri;Fastfood;20;15;300;Online;Mr.;Afternoon;Wednesday;2022-11;2022-11
411;20/11/22;panipuri;Fastfood;20;12;240;Cash;Mr.;Afternoon;Sunday;2022-11;2022-11
412;9/3/23;sugarcane juice;Beverages;25;14;350;Cash;Mr.;Afternoon;Thursday;2023-03;2023-03
413;3/4/22;aalopuri;Fastfood;20;10;200;Online;Mrs.;Midnight;Sunday;2022-04;2022-04
414;21/1/23;cold coffee;Beverages;40;13;520;Online;Mr.;Night;Saturday;2023-01;2023-01
415;5/12/22;vadapav;Fastfood;20;8;160;Online;Mr.;Evening;Monday;2022-12;2022-12
416;5/8/22;sandwich;Fastfood;60;9;540;Cash;Mr.;Morning;Friday;2022-08;2022-08
417;16/1/23;panipuri;Fastfood;20;3;60;Cash;Mr.;Evening;Monday;2023-01;2023-01
418;12/11/22;cold coffee;Beverages;40;7;280;Online;Mr.;Night;Saturday;2022-11;2022-11
419;8/10/22;sugarcane juice;Beverages;25;14;350;Cash;Mrs.;Midnight;Saturday;2022-10;2022-10
420;30/1/23;frankie;Fastfood;50;13;650;Online;Mrs.;Evening;Monday;2023-01;2023-01
421;24/3/23;cold coffee;Beverages;40;2;80;Online;Mr.;Midnight;Friday;2023-03;2023-03
422;2/8/22;cold coffee;Beverages;40;7;280;Online;Mr.;Evening;Tuesday;2022-08;2022-08
423;21/10/22;frankie;Fastfood;50;7;350;Cash;Mrs.;Night;Friday;2022-10;2022-10
424;21/4/22;sugarcane juice;Beverages;25;9;225;Online;Mrs.;Midnight;Thursday;2022-04;2022-04
425;17/8/22;panipuri;Fastfood;20;14;280;Online;Mr.;Afternoon;Wednesday;2022-08;2022-08
426;20/1/23;frankie;Fastfood;50;14;700;Cash;Mr.;Midnight;Friday;2023-01;2023-01
427;21/5/22;sandwich;Fastfood;60;2;120;Online;Mr.;Afternoon;Saturday;2022-05;2022-05
428;24/12/22;sugarcane juice;Beverages;25;8;200;Online;Mr.;Afternoon;Saturday;2022-12;2022-12
429;19/9/22;cold coffee;Beverages;40;3;120;Online;Mr.;Night;Monday;2022-09;2022-09
430;5/11/22;sandwich;Fastfood;60;4;240;Online;Mr.;Night;Saturday;2022-11;2022-11
431;16/3/23;panipuri;Fastfood;20;6;120;Online;Mr.;Evening;Thursday;2023-03;2023-03
432;27/3/23;panipuri;Fastfood;20;6;120;Online;Mr.;Afternoon;Monday;2023-03;2023-03
433;27/5/22;panipuri;Fastfood;20;14;280;Online;Mrs.;Evening;Friday;2022-05;2022-05
434;21/8/22;aalopuri;Fastfood;20;12;240;Cash;Mr.;Morning;Sunday;2022-08;2022-08
435;8/5/22;sandwich;Fastfood;60;1;60;Cash;Mrs.;Afternoon;Sunday;2022-05;2022-05
436;5/1/23;frankie;Fastfood;50;10;500;Cash;Mr.;Midnight;Thursday;2023-01;2023-01
437;31/8/22;cold coffee;Beverages;40;1;40;Cash;Mr.;Morning;Wednesday;2022-08;2022-08
438;20/6/22;cold coffee;Beverages;40;5;200;Online;Mr.;Morning;Monday;2022-06;2022-06
439;30/9/22;frankie;Fastfood;50;13;650;Online;Mr.;Afternoon;Friday;2022-09;2022-09
440;28/11/22;aalopuri;Fastfood;20;7;140;Cash;Mr.;Afternoon;Monday;2022-11;2022-11
441;2/11/22;aalopuri;Fastfood;20;1;20;Online;Mrs.;Midnight;Wednesday;2022-11;2022-11
442;22/8/22;sugarcane juice;Beverages;25;7;175;Online;Mrs.;Night;Monday;2022-08;2022-08
443;5/9/22;sugarcane juice;Beverages;25;12;300;Cash;Mrs.;Night;Monday;2022-09;2022-09
444;28/9/22;frankie;Fastfood;50;4;200;Online;Mr.;Evening;Wednesday;2022-09;2022-09
445;22/10/22;sandwich;Fastfood;60;14;840;Online;Mrs.;Morning;Saturday;2022-10;2022-10
446;31/8/22;cold coffee;Beverages;40;9;360;Cash;Mr.;Night;Wednesday;2022-08;2022-08
447;17/1/23;frankie;Fastfood;50;6;300;Online;Mrs.;Afternoon;Tuesday;2023-01;2023-01
448;27/7/22;vadapav;Fastfood;20;6;120;Cash;Mrs.;Evening;Wednesday;2022-07;2022-07
449;9/9/22;frankie;Fastfood;50;4;200;Cash;Mr.;Afternoon;Friday;2022-09;2022-09
450;20/5/22;sugarcane juice;Beverages;25;1;25;Online;Mr.;Morning;Friday;2022-05;2022-05
451;15/3/23;sugarcane juice;Beverages;25;10;250;Cash;Mrs.;Midnight;Wednesday;2023-03;2023-03
452;25/12/22;frankie;Fastfood;50;5;250;Online;Mr.;Afternoon;Sunday;2022-12;2022-12
453;20/10/22;sandwich;Fastfood;60;1;60;Online;Mrs.;Midnight;Thursday;2022-10;2022-10
454;7/3/23;sandwich;Fastfood;60;1;60;Online;Mrs.;Evening;Tuesday;2023-03;2023-03
455;1/3/23;cold coffee;Beverages;40;11;440;Cash;Mr.;Midnight;Wednesday;2023-03;2023-03
456;31/12/22;cold coffee;Beverages;40;13;520;Cash;Mrs.;Night;Saturday;2022-12;2022-12
457;16/10/22;cold coffee;Beverages;40;11;440;Cash;Mr.;Evening;Sunday;2022-10;2022-10
458;12/9/22;sugarcane juice;Beverages;25;8;200;Cash;Mrs.;Midnight;Monday;2022-09;2022-09
459;8/6/22;vadapav;Fastfood;20;14;280;Cash;Mr.;Night;Wednesday;2022-06;2022-06
460;20/11/22;aalopuri;Fastfood;20;2;40;Cash;Mr.;Morning;Sunday;2022-11;2022-11
461;22/7/22;sugarcane juice;Beverages;25;5;125;Cash;Mr.;Midnight;Friday;2022-07;2022-07
462;24/4/22;vadapav;Fastfood;20;3;60;Cash;Mr.;Morning;Sunday;2022-04;2022-04
463;11/6/22;sandwich;Fastfood;60;6;360;Online;Mr.;Midnight;Saturday;2022-06;2022-06
464;18/10/22;sugarcane juice;Beverages;25;13;325;Cash;Mr.;Morning;Tuesday;2022-10;2022-10
465;15/1/23;sugarcane juice;Beverages;25;12;300;Online;Mr.;Evening;Sunday;2023-01;2023-01
466;11/1/23;panipuri;Fastfood;20;6;120;Cash;Mr.;Evening;Wednesday;2023-01;2023-01
467;17/10/22;aalopuri;Fastfood;20;11;220;Online;Mr.;Morning;Monday;2022-10;2022-10
468;8/9/22;panipuri;Fastfood;20;2;40;Cash;Mr.;Evening;Thursday;2022-09;2022-09
469;15/5/22;sandwich;Fastfood;60;7;420;Online;Mrs.;Morning;Sunday;2022-05;2022-05
470;29/9/22;vadapav;Fastfood;20;8;160;Cash;Mrs.;Morning;Thursday;2022-09;2022-09
471;13/2/23;panipuri;Fastfood;20;7;140;Cash;Mrs.;Afternoon;Monday;2023-02;2023-02
472;11/1/23;panipuri;Fastfood;20;10;200;Cash;Mr.;Midnight;Wednesday;2023-01;2023-01
473;4/9/22;sandwich;Fastfood;60;5;300;Cash;Mrs.;Evening;Sunday;2022-09;2022-09
474;28/8/22;sugarcane juice;Beverages;25;15;375;Cash;Mrs.;Night;Sunday;2022-08;2022-08
475;24/2/23;cold coffee;Beverages;40;6;240;Cash;Mrs.;Night;Friday;2023-02;2023-02
476;2/2/23;aalopuri;Fastfood;20;10;200;Cash;Mr.;Morning;Thursday;2023-02;2023-02
477;13/2/23;sandwich;Fastfood;60;15;900;Cash;Mrs.;Midnight;Monday;2023-02;2023-02
478;27/12/22;sugarcane juice;Beverages;25;9;225;Cash;Mrs.;Afternoon;Tuesday;2022-12;2022-12
479;13/2/23;sandwich;Fastfood;60;11;660;Cash;Mrs.;Afternoon;Monday;2023-02;2023-02
480;2/10/22;vadapav;Fastfood;20;12;240;Cash;Mr.;Evening;Sunday;2022-10;2022-10
481;29/10/22;sugarcane juice;Beverages;25;4;100;Cash;Mr.;Evening;Saturday;2022-10;2022-10
482;31/1/23;aalopuri;Fastfood;20;1;20;Online;Mr.;Afternoon;Tuesday;2023-01;2023-01
483;27/4/22;panipuri;Fastfood;20;9;180;Cash;Mrs.;Morning;Wednesday;2022-04;2022-04
484;21/3/23;cold coffee;Beverages;40;5;200;Cash;Mrs.;Afternoon;Tuesday;2023-03;2023-03
485;26/2/23;aalopuri;Fastfood;20;6;120;Cash;Mrs.;Midnight;Sunday;2023-02;2023-02
486;14/2/23;vadapav;Fastfood;20;6;120;Cash;Mrs.;Midnight;Tuesday;2023-02;2023-02
487;27/5/22;sandwich;Fastfood;60;9;540;Cash;Mrs.;Midnight;Friday;2022-05;2022-05
488;21/9/22;cold coffee;Beverages;40;10;400;Cash;Mr.;Midnight;Wednesday;2022-09;2022-09
489;3/2/23;frankie;Fastfood;50;13;650;Online;Mrs.;Evening;Friday;2023-02;2023-02
490;26/12/22;cold coffee;Beverages;40;8;320;Cash;Mr.;Morning;Monday;2022-12;2022-12
491;31/5/22;vadapav;Fastfood;20;2;40;Online;Mrs.;Midnight;Tuesday;2022-05;2022-05
492;11/7/22;sandwich;Fastfood;60;15;900;Cash;Mr.;Afternoon;Monday;2022-07;2022-07
493;2/10/22;cold coffee;Beverages;40;2;80;Online;Mr.;Morning;Sunday;2022-10;2022-10
494;14/1/23;cold coffee;Beverages;40;10;400;Cash;Mrs.;Night;Saturday;2023-01;2023-01
495;20/10/22;aalopuri;Fastfood;20;13;260;Online;Mrs.;Midnight;Thursday;2022-10;2022-10
496;7/11/22;cold coffee;Beverages;40;10;400;Online;Mrs.;Night;Monday;2022-11;2022-11
497;25/1/23;sandwich;Fastfood;60;7;420;Cash;Mr.;Midnight;Wednesday;2023-01;2023-01
498;16/6/22;frankie;Fastfood;50;1;50;Cash;Mr.;Midnight;Thursday;2022-06;2022-06
499;27/7/22;sandwich;Fastfood;60;8;480;Online;Mrs.;Evening;Wednesday;2022-07;2022-07
500;8/4/22;vadapav;Fastfood;20;4;80;Online;Mrs.;Midnight;Friday;2022-04;2022-04
501;9/8/22;sugarcane juice;Beverages;25;14;350;Online;Mrs.;Afternoon;Tuesday;2022-08;2022-08
502;4/1/23;panipuri;Fastfood;20;13;260;Online;Mr.;Night;Wednesday;2023-01;2023-01
503;4/11/22;aalopuri;Fastfood;20;13;260;Cash;Mrs.;Morning;Friday;2022-11;2022-11
504;9/12/22;cold coffee;Beverages;40;8;320;Cash;Mr.;Evening;Friday;2022-12;2022-12
505;12/2/23;frankie;Fastfood;50;4;200;Cash;Mr.;Night;Sunday;2023-02;2023-02
506;26/12/22;cold coffee;Beverages;40;12;480;Cash;Mrs.;Midnight;Monday;2022-12;2022-12
507;14/12/22;aalopuri;Fastfood;20;14;280;Online;Mrs.;Morning;Wednesday;2022-12;2022-12
508;10/12/22;sandwich;Fastfood;60;1;60;Cash;Mr.;Night;Saturday;2022-12;2022-12
509;26/10/22;vadapav;Fastfood;20;11;220;Online;Mr.;Evening;Wednesday;2022-10;2022-10
510;4/4/22;sandwich;Fastfood;60;14;840;Online;Mr.;Afternoon;Monday;2022-04;2022-04
511;2/8/22;panipuri;Fastfood;20;4;80;Cash;Mrs.;Night;Tuesday;2022-08;2022-08
512;11/1/23;panipuri;Fastfood;20;3;60;Cash;Mrs.;Afternoon;Wednesday;2023-01;2023-01
513;16/7/22;cold coffee;Beverages;40;5;200;Cash;Mrs.;Night;Saturday;2022-07;2022-07
514;24/8/22;cold coffee;Beverages;40;8;320;Online;Mrs.;Evening;Wednesday;2022-08;2022-08
515;2/11/22;sandwich;Fastfood;60;7;420;Online;Mrs.;Night;Wednesday;2022-11;2022-11
516;22/9/22;sugarcane juice;Beverages;25;12;300;Online;Mrs.;Midnight;Thursday;2022-09;2022-09
517;2/7/22;panipuri;Fastfood;20;13;260;Online;Mr.;Evening;Saturday;2022-07;2022-07
518;9/12/22;aalopuri;Fastfood;20;6;120;Cash;Mrs.;Morning;Friday;2022-12;2022-12
